Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Original Price,Quantity,Discount,Discount Amount,Sales,Profit,Average sales
6315,CA-2011-100762,11/24/2011,11/29/2011,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",$37.98,4,0,$0.00,$151.92,$45.58,$37.98
6319,CA-2014-161459,11/26/2014,11/30/2014,Second Class,EB-13750,Edward Becker,Corporate,United States,Laguna Niguel,California,92677,West,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,$9.99,5,0.2,$2.00,$39.96,$3.50,$7.99
6321,CA-2014-160017,9/29/2014,10/3/2014,Standard Class,SP-20860,Sung Pak,Corporate,United States,Jacksonville,Florida,32216,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,$6.48,2,0.2,$1.30,$10.37,$3.63,$5.18
6322,CA-2011-123316,10/13/2011,10/17/2011,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Mount Vernon,New York,10550,East,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,$3.23,3,0.2,$0.65,$7.75,$2.81,$2.58
6323,CA-2011-141299,6/3/2011,6/7/2011,Second Class,RB-19795,Ross Baird,Home Office,United States,Midland,Michigan,48640,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,$7.64,2,0,$0.00,$15.28,$7.49,$7.64
6324,CA-2011-104402,6/17/2011,6/23/2011,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Newark,Delaware,19711,East,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,$21.99,3,0,$0.00,$65.97,$31.01,$21.99
6325,CA-2012-110289,10/29/2012,11/2/2012,Standard Class,NB-18655,Nona Balk,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,$6.68,5,0,$0.00,$33.40,$16.03,$6.68
6327,CA-2011-167927,1/21/2011,1/27/2011,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,$13.98,1,0,$0.00,$13.98,$4.05,$13.98
6335,CA-2011-133305,7/11/2011,7/15/2011,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,$12.28,4,0,$0.00,$49.12,$23.09,$12.28
6337,CA-2013-165995,8/31/2013,9/7/2013,Standard Class,BG-11740,Bruce Geld,Consumer,United States,Los Angeles,California,90008,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",$11.76,4,0,$0.00,$47.04,$15.99,$11.76
6339,CA-2014-143112,10/6/2014,10/10/2014,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,10035,East,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,$21.95,4,0,$0.00,$87.80,$43.90,$21.95
6342,US-2014-105830,1/1/2014,1/3/2014,First Class,DB-13660,Duane Benoit,Consumer,United States,Lancaster,Ohio,43130,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,$48.91,4,0.2,$9.78,$156.51,-$35.22,$39.13
6343,CA-2012-146255,3/7/2012,3/10/2012,First Class,EM-14140,Eugene Moren,Home Office,United States,Newark,Delaware,19711,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,$39.95,3,0,$0.00,$119.85,$52.73,$39.95
6347,CA-2014-104822,10/21/2014,10/21/2014,Same Day,RB-19465,Rick Bensley,Home Office,United States,New York City,New York,10024,East,OFF-LA-10002034,Office Supplies,Labels,Avery 478,$4.91,5,0,$0.00,$24.55,$12.03,$4.91
6348,CA-2012-104486,5/1/2012,5/6/2012,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",$15.22,1,0.2,$3.04,$12.18,$4.41,$12.18
6351,CA-2014-161557,9/4/2014,9/9/2014,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Dallas,Texas,75217,Central,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,$54.20,5,0.6,$32.52,$108.40,-$105.69,$21.68
6352,CA-2014-161130,11/4/2014,11/9/2014,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Miami,Florida,33178,South,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,$225.86,2,0.2,$45.17,$361.38,$27.10,$180.69
6353,US-2012-161347,9/13/2012,9/19/2012,Standard Class,HG-14845,Harry Greene,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",$8.04,1,0.7,$5.63,$2.41,-$2.01,$2.41
6354,US-2012-109015,9/6/2012,9/12/2012,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,New York City,New York,10011,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,$8.39,1,0,$0.00,$8.39,$2.10,$8.39
6356,CA-2011-110611,10/6/2011,10/13/2011,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",$20.98,5,0.2,$4.20,$83.92,-$13.64,$16.78
6357,CA-2014-139080,1/24/2014,1/29/2014,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,$4.92,5,0.2,$0.98,$19.68,$6.89,$3.94
6361,CA-2012-115693,12/10/2012,12/15/2012,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Los Angeles,California,90032,West,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",$28.15,2,0,$0.00,$56.30,$15.76,$28.15
6362,US-2011-107993,11/25/2011,11/30/2011,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Springfield,Oregon,97477,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,$9.11,7,0.2,$1.82,$51.02,$8.29,$7.29
6363,CA-2014-110443,11/22/2014,11/26/2014,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Renton,Washington,98059,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,$37.70,5,0.2,$7.54,$150.80,$56.55,$30.16
6366,CA-2014-144848,4/5/2014,4/6/2014,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009,East,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,$41.22,1,0,$0.00,$41.22,$11.13,$41.22
6369,US-2014-147998,5/20/2014,5/25/2014,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,San Jose,California,95123,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,$33.28,5,0.2,$6.66,$133.12,$49.92,$26.62
6370,CA-2013-103919,10/4/2013,10/8/2013,Standard Class,TP-21565,Tracy Poddar,Corporate,United States,Grand Prairie,Texas,75051,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",$19.04,5,0.6,$11.42,$38.08,-$29.51,$7.62
6371,CA-2013-113425,11/22/2013,11/22/2013,Same Day,JK-16120,Julie Kriz,Home Office,United States,New York City,New York,10009,East,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",$70.98,2,0.2,$14.20,$113.57,$12.78,$56.78
6372,CA-2014-143035,10/4/2014,10/6/2014,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,10009,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,$20.98,4,0,$0.00,$83.92,$21.82,$20.98
6375,CA-2011-107811,4/29/2011,5/3/2011,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Memphis,Tennessee,38109,South,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,$350.99,2,0.2,$70.20,$561.58,$70.20,$280.79
6377,CA-2013-163216,10/8/2013,10/11/2013,First Class,AW-10930,Arthur Wiediger,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10000134,Office Supplies,Labels,Avery 511,$3.08,2,0.2,$0.62,$4.93,$1.72,$2.46
6378,US-2013-116442,12/16/2013,12/23/2013,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",$7.38,2,0,$0.00,$14.76,$4.28,$7.38
6379,CA-2014-150623,4/11/2014,4/15/2014,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Waterbury,Connecticut,6708,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,$99.99,1,0,$0.00,$99.99,$42.00,$99.99
6381,US-2011-163797,4/8/2011,4/13/2011,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Chandler,Arizona,85224,West,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",$7.78,8,0.2,$1.56,$49.79,-$11.83,$6.22
6382,CA-2013-127236,3/30/2013,4/3/2013,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Springfield,Ohio,45503,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",$119.99,5,0.5,$60.00,$299.98,-$167.99,$60.00
6384,US-2014-104661,1/16/2014,1/19/2014,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",$40.98,4,0.8,$32.78,$32.78,-$52.45,$8.20
6388,CA-2011-134103,1/31/2011,2/5/2011,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,$5.28,2,0,$0.00,$10.56,$4.75,$5.28
6390,CA-2012-147529,2/7/2012,2/11/2012,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Virginia,22153,South,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,$62.23,5,0,$0.00,$311.15,$146.24,$62.23
6392,CA-2013-129126,12/15/2013,12/20/2013,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,$7.31,2,0,$0.00,$14.62,$6.73,$7.31
6398,CA-2014-131632,11/1/2014,11/5/2014,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Dallas,Texas,75217,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,$3.28,2,0.2,$0.66,$5.25,$0.59,$2.62
6399,CA-2014-151981,8/7/2014,8/13/2014,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301,East,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",$164.99,5,0,$0.00,$824.95,$247.49,$164.99
6402,CA-2014-125472,5/31/2014,6/1/2014,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",$120.98,2,0,$0.00,$241.96,$33.87,$120.98
6405,CA-2012-156328,11/30/2012,12/5/2012,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Raleigh,North Carolina,27604,South,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,$73.95,3,0.2,$14.79,$177.48,$19.97,$59.16
6406,CA-2014-154074,9/1/2014,9/3/2014,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,$355.98,2,0.2,$71.20,$569.57,$7.12,$284.78
6408,CA-2014-161774,5/15/2014,5/16/2014,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,$256.98,5,0.3,$77.09,$899.43,-$12.85,$179.89
6413,CA-2014-151211,8/18/2014,8/24/2014,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,$34.31,3,0,$0.00,$102.93,$48.38,$34.31
6415,CA-2014-142671,11/11/2014,11/15/2014,Second Class,DR-12940,Daniel Raglin,Home Office,United States,Hollywood,Florida,33021,South,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,$7.68,5,0.7,$5.38,$11.52,-$7.68,$2.30
6416,CA-2014-144750,8/22/2014,8/22/2014,Same Day,DL-13495,Dionis Lloyd,Corporate,United States,Chandler,Arizona,85224,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,$104.85,1,0.2,$20.97,$83.88,$29.36,$83.88
6417,CA-2013-111976,3/9/2013,3/13/2013,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,$45.24,4,0.4,$18.10,$108.58,-$25.33,$27.14
6419,CA-2013-140130,11/1/2013,11/6/2013,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133,Central,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,$10.98,2,0,$0.00,$21.96,$6.15,$10.98
6423,CA-2011-159121,7/26/2011,8/1/2011,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Draper,Utah,84020,West,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,$15.99,7,0,$0.00,$111.93,$34.70,$15.99
6424,CA-2012-149650,10/24/2012,10/27/2012,First Class,RD-19660,Robert Dilbeck,Home Office,United States,Oakland,California,94601,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,$70.98,8,0.2,$14.20,$454.27,-$73.82,$56.78
6425,CA-2014-115777,8/20/2014,8/25/2014,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,$6.48,3,0,$0.00,$19.44,$9.33,$6.48
6426,CA-2013-143714,5/24/2013,5/28/2013,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,"$3,499.99",4,0.4,"$1,400.00","$8,399.98","$1,120.00","$2,099.99"
6430,CA-2011-165764,11/3/2011,11/7/2011,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,$16.24,2,0.2,$3.25,$25.98,-$1.62,$12.99
6434,CA-2012-121405,3/30/2012,4/4/2012,Standard Class,FC-14335,Fred Chung,Corporate,United States,Chicago,Illinois,60610,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",$5.88,5,0.2,$1.18,$23.52,$8.53,$4.70
6436,US-2014-116897,5/28/2014,5/30/2014,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,83201,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",$8.75,4,0,$0.00,$35.00,$14.70,$8.75
6439,US-2014-113992,12/15/2014,12/20/2014,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Plano,Texas,75023,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,$348.21,4,0.3,$104.46,$974.99,-$97.50,$243.75
6440,CA-2011-166891,10/4/2011,10/6/2011,First Class,CC-12220,Chris Cortes,Consumer,United States,New York City,New York,10024,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",$130.98,5,0.1,$13.10,$589.41,-$6.55,$117.88
6441,CA-2013-101161,10/14/2013,10/21/2013,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,$6.94,5,0,$0.00,$34.70,$12.49,$6.94
6446,CA-2012-151785,3/5/2012,3/10/2012,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Chicago,Illinois,60623,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,$1.48,6,0.2,$0.30,$7.10,$2.49,$1.18
6447,US-2014-119816,3/5/2014,3/7/2014,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Houston,Texas,77095,Central,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",$51.75,5,0.6,$31.05,$103.50,-$77.63,$20.70
6450,CA-2012-156510,9/25/2012,9/29/2012,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,6450,East,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",$5.38,2,0,$0.00,$10.76,$5.16,$5.38
6453,US-2012-110261,12/19/2012,12/23/2012,Second Class,PR-18880,Patrick Ryan,Consumer,United States,Glenview,Illinois,60025,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,$65.99,3,0.2,$13.20,$158.38,$13.86,$52.79
6454,CA-2012-125710,10/8/2012,10/13/2012,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Houston,Texas,77036,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",$2.15,2,0.2,$0.43,$3.44,$0.56,$1.72
6455,CA-2014-161102,8/1/2014,8/4/2014,First Class,EC-14050,Erin Creighton,Consumer,United States,San Francisco,California,94110,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,$28.28,2,0,$0.00,$56.56,$15.27,$28.28
6457,CA-2011-110065,8/5/2011,8/11/2011,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,New York City,New York,10009,East,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",$135.99,1,0,$0.00,$135.99,$36.72,$135.99
6459,US-2014-133361,5/15/2014,5/18/2014,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",$1.88,2,0,$0.00,$3.76,$1.09,$1.88
6465,US-2013-155404,9/23/2013,9/29/2013,Standard Class,AS-10630,Ann Steele,Home Office,United States,Louisville,Kentucky,40214,South,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,$6.64,2,0,$0.00,$13.28,$6.37,$6.64
6466,CA-2012-114503,11/13/2012,11/17/2012,Standard Class,AA-10375,Allen Armold,Consumer,United States,Lebanon,Tennessee,37087,South,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,$17.70,6,0.2,$3.54,$84.96,$6.37,$14.16
6467,CA-2014-153080,5/23/2014,5/26/2014,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90008,West,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",$9.78,7,0,$0.00,$68.46,$25.33,$9.78
6468,CA-2013-163804,12/3/2013,12/9/2013,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,2908,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,$415.88,5,0,$0.00,"$2,079.40",$582.23,$415.88
6471,CA-2012-108532,8/29/2012,9/2/2012,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Detroit,Michigan,48234,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,$65.99,2,0,$0.00,$131.98,$35.63,$65.99
6473,CA-2011-151897,6/6/2011,6/10/2011,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Houston,Texas,77070,Central,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,$12.53,10,0.2,$2.51,$100.24,$33.83,$10.02
6474,CA-2013-113292,3/19/2013,3/21/2013,Second Class,DB-13060,Dave Brooks,Consumer,United States,Columbia,Tennessee,38401,South,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,$363.25,3,0.2,$72.65,$871.80,$87.18,$290.60
6475,CA-2011-149524,1/15/2011,1/16/2011,First Class,BS-11590,Brendan Sweed,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,$30.98,4,0.5,$15.49,$61.96,-$53.29,$15.49
6476,CA-2014-140872,6/4/2014,6/11/2014,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024,South,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,$5.06,3,0.7,$3.54,$4.55,-$3.49,$1.52
6484,CA-2014-113908,6/4/2014,6/10/2014,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,New York City,New York,10011,East,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",$320.64,2,0.4,$128.26,$384.77,-$115.43,$192.38
6487,CA-2012-120621,3/21/2012,3/26/2012,Standard Class,JW-16075,Julia West,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,$300.65,4,0.2,$60.13,$962.08,$156.34,$240.52
6490,US-2014-148866,9/20/2014,9/25/2014,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10011,East,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,$6.48,5,0,$0.00,$32.40,$15.55,$6.48
6491,CA-2011-149594,9/15/2011,9/19/2011,Standard Class,MF-18250,Monica Federle,Corporate,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",$32.48,4,0.2,$6.50,$103.94,$16.89,$25.98
6492,CA-2013-113845,11/21/2013,11/26/2013,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Orlando,Florida,32839,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,$180.98,2,0.2,$36.20,$289.57,$10.86,$144.78
6495,CA-2014-111262,10/29/2014,11/2/2014,Second Class,KH-16510,Keith Herrera,Consumer,United States,Houston,Texas,77095,Central,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,$15.00,2,0.2,$3.00,$24.00,-$2.70,$12.00
6498,CA-2012-103135,7/24/2012,7/28/2012,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",$6.98,3,0,$0.00,$20.94,$6.07,$6.98
6502,CA-2011-129147,11/2/2011,11/6/2011,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Medina,Ohio,44256,East,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,$149.99,6,0.4,$60.00,$539.96,-$107.99,$89.99
6505,CA-2014-128265,11/18/2014,11/23/2014,Second Class,VW-21775,Victoria Wilson,Corporate,United States,New York City,New York,10011,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,$415.88,3,0,$0.00,"$1,247.64",$349.34,$415.88
6506,CA-2013-152331,6/27/2013,7/1/2013,Standard Class,LD-16855,Lela Donovan,Corporate,United States,Chicago,Illinois,60653,Central,OFF-AR-10001547,Office Supplies,Art,Newell 311,$2.21,3,0.2,$0.44,$5.30,$0.46,$1.77
6507,US-2013-128909,10/10/2013,10/12/2013,Second Class,SP-20545,Sibella Parks,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,$5.98,4,0.2,$1.20,$19.14,$5.98,$4.78
6509,CA-2014-102197,12/21/2014,12/27/2014,Standard Class,DK-13150,David Kendrick,Corporate,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,$55.98,5,0,$0.00,$279.90,$137.15,$55.98
6512,CA-2014-167640,3/7/2014,3/11/2014,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,94109,West,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,$3.98,6,0,$0.00,$23.88,$8.12,$3.98
6516,US-2014-116652,9/16/2014,9/20/2014,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",$90.98,3,0.2,$18.20,$218.35,$0.00,$72.78
6521,CA-2014-138289,1/17/2014,1/19/2014,Second Class,AR-10540,Andy Reiter,Consumer,United States,Jackson,Michigan,49201,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,"$1,360.99",4,0,$0.00,"$5,443.96","$2,504.22","$1,360.99"
6524,CA-2013-129308,7/8/2013,7/14/2013,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",$6.30,2,0.2,$1.26,$10.08,$3.28,$5.04
6528,CA-2013-157791,12/24/2013,12/29/2013,Second Class,CA-11965,Carol Adams,Corporate,United States,Warwick,Rhode Island,2886,East,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,$499.99,4,0,$0.00,"$1,999.96",$899.98,$499.99
6529,CA-2011-146864,12/22/2011,12/26/2011,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,New York City,New York,10024,East,OFF-ST-10004946,Office Supplies,Storage,Desktop 3-Pocket Hot File,$54.10,4,0,$0.00,$216.40,$56.26,$54.10
6530,CA-2011-103744,2/24/2011,2/28/2011,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-LA-10004425,Office Supplies,Labels,Staples,$2.89,3,0.2,$0.58,$6.94,$2.34,$2.31
6532,US-2014-107384,12/5/2014,12/9/2014,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-AR-10001315,Office Supplies,Art,Newell 310,$1.76,5,0,$0.00,$8.80,$2.55,$1.76
